TaskID,TaskType,ArrivalHour,GPU_Demand,EstimatedDuration_min,DelaySensitivity,SourceRegion,MaxLatency_ms,LatestFinishHour,EarliestStartHour,ExecutionMode,Duration_h,FinishIfArrival
24763,BatchInference,977,6,367,Medium,RegionB,80,2406,977,NonPreemptive,6.116666666666666,983.1166666666667
24764,BatchInference,745,20,158,Medium,RegionB,80,2406,745,NonPreemptive,2.6333333333333333,747.6333333333333
24765,BatchInference,448,8,63,Medium,RegionC,80,2406,448,NonPreemptive,1.05,449.05
24766,RealTimeInference,115,3,167,High,RegionC,20,118,115,NonPreemptive,2.783333333333333,117.78333333333333
24767,RealTimeInference,760,2,301,High,RegionC,20,766,760,NonPreemptive,5.016666666666667,765.0166666666667
24768,AITraining,1541,105,243,Low,RegionA,150,2406,1541,NonPreemptive,4.05,1545.05
24769,BatchInference,400,14,237,Medium,RegionA,80,2406,400,NonPreemptive,3.95,403.95
24770,RealTimeInference,1625,5,99,High,RegionA,20,1627,1625,NonPreemptive,1.65,1626.65
24771,BatchInference,1337,15,325,Medium,RegionC,80,2406,1337,NonPreemptive,5.416666666666667,1342.4166666666667
24772,AITraining,1734,36,62,Low,RegionE,150,2406,1734,NonPreemptive,1.0333333333333334,1735.0333333333333
24773,RealTimeInference,690,4,318,High,RegionC,20,696,690,NonPreemptive,5.3,695.3
24774,BatchInference,2380,16,104,Medium,RegionF,80,2406,2380,NonPreemptive,1.7333333333333334,2381.733333333333
24775,RealTimeInference,791,1,50,High,RegionA,20,792,791,NonPreemptive,0.8333333333333334,791.8333333333334
24776,BatchInference,1825,16,36,Medium,RegionB,80,2406,1825,NonPreemptive,0.6,1825.6
24777,BatchInference,1817,16,49,Medium,RegionB,80,2406,1817,NonPreemptive,0.8166666666666667,1817.8166666666666
24778,BatchInference,332,15,61,Medium,RegionC,80,2406,332,NonPreemptive,1.0166666666666666,333.01666666666665
24779,AITraining,1232,92,299,Low,RegionE,150,2406,1232,NonPreemptive,4.983333333333333,1236.9833333333333
24780,AITraining,179,21,346,Low,RegionF,150,2406,179,NonPreemptive,5.766666666666667,184.76666666666668
24781,BatchInference,1928,18,272,Medium,RegionF,80,2406,1928,NonPreemptive,4.533333333333333,1932.5333333333333
24782,RealTimeInference,2041,6,235,High,RegionA,20,2045,2041,NonPreemptive,3.9166666666666665,2044.9166666666667
24783,BatchInference,784,4,101,Medium,RegionB,80,2406,784,NonPreemptive,1.6833333333333333,785.6833333333333
24784,RealTimeInference,526,5,112,High,RegionB,20,528,526,NonPreemptive,1.8666666666666667,527.8666666666667
24785,AITraining,2031,126,132,Low,RegionE,150,2406,2031,NonPreemptive,2.2,2033.2
24786,AITraining,2020,117,186,Low,RegionE,150,2406,2020,NonPreemptive,3.1,2023.1
24787,AITraining,1424,74,54,Low,RegionF,150,2406,1424,NonPreemptive,0.9,1424.9
24788,RealTimeInference,1612,6,297,High,RegionA,20,1617,1612,NonPreemptive,4.95,1616.95
24789,RealTimeInference,1293,7,318,High,RegionA,20,1299,1293,NonPreemptive,5.3,1298.3
24790,AITraining,1902,35,322,Low,RegionD,150,2406,1902,NonPreemptive,5.366666666666666,1907.3666666666666
24791,AITraining,2146,81,55,Low,RegionE,150,2406,2146,NonPreemptive,0.9166666666666666,2146.9166666666665
24792,AITraining,472,45,104,Low,RegionE,150,2406,472,NonPreemptive,1.7333333333333334,473.73333333333335
24793,BatchInference,2268,19,52,Medium,RegionE,80,2406,2268,NonPreemptive,0.8666666666666667,2268.866666666667
24794,RealTimeInference,404,2,45,High,RegionE,20,405,404,NonPreemptive,0.75,404.75
24795,BatchInference,433,13,16,Medium,RegionA,80,2406,433,NonPreemptive,0.26666666666666666,433.26666666666665
24796,BatchInference,464,15,35,Medium,RegionB,80,2406,464,NonPreemptive,0.5833333333333334,464.5833333333333
24797,RealTimeInference,273,3,266,High,RegionB,20,278,273,NonPreemptive,4.433333333333334,277.43333333333334
24798,BatchInference,665,18,320,Medium,RegionD,80,2406,665,NonPreemptive,5.333333333333333,670.3333333333334
24799,AITraining,1077,72,285,Low,RegionE,150,2406,1077,NonPreemptive,4.75,1081.75
24800,RealTimeInference,643,6,187,High,RegionC,20,647,643,NonPreemptive,3.1166666666666667,646.1166666666667
24801,BatchInference,2051,7,174,Medium,RegionA,80,2406,2051,NonPreemptive,2.9,2053.9
24802,BatchInference,1492,17,246,Medium,RegionA,80,2406,1492,NonPreemptive,4.1,1496.1
24803,BatchInference,1705,22,281,Medium,RegionB,80,2406,1705,NonPreemptive,4.683333333333334,1709.6833333333334
24804,BatchInference,888,22,243,Medium,RegionC,80,2406,888,NonPreemptive,4.05,892.05
24805,RealTimeInference,835,7,88,High,RegionB,20,837,835,NonPreemptive,1.4666666666666666,836.4666666666667
24806,BatchInference,304,22,136,Medium,RegionE,80,2406,304,NonPreemptive,2.2666666666666666,306.26666666666665
24807,AITraining,1924,68,98,Low,RegionF,150,2406,1924,NonPreemptive,1.6333333333333333,1925.6333333333334
24808,AITraining,1080,19,258,Low,RegionC,150,2406,1080,NonPreemptive,4.3,1084.3
24809,RealTimeInference,2348,5,156,High,RegionA,20,2351,2348,NonPreemptive,2.6,2350.6
24810,RealTimeInference,1678,7,274,High,RegionB,20,1683,1678,NonPreemptive,4.566666666666666,1682.5666666666666
24811,BatchInference,1315,19,306,Medium,RegionD,80,2406,1315,NonPreemptive,5.1,1320.1
24812,BatchInference,1300,22,126,Medium,RegionD,80,2406,1300,NonPreemptive,2.1,1302.1
24813,AITraining,219,22,376,Low,RegionF,150,2406,219,NonPreemptive,6.266666666666667,225.26666666666668
24814,AITraining,1441,70,172,Low,RegionA,150,2406,1441,NonPreemptive,2.8666666666666667,1443.8666666666666
24815,BatchInference,20,17,200,Medium,RegionA,80,2406,20,NonPreemptive,3.3333333333333335,23.333333333333332
24816,RealTimeInference,1041,1,168,High,RegionA,20,1044,1041,NonPreemptive,2.8,1043.8
24817,RealTimeInference,500,4,204,High,RegionB,20,504,500,NonPreemptive,3.4,503.4
24818,AITraining,371,110,199,Low,RegionE,150,2406,371,NonPreemptive,3.316666666666667,374.31666666666666
24819,BatchInference,1651,20,142,Medium,RegionE,80,2406,1651,NonPreemptive,2.3666666666666667,1653.3666666666666
24820,RealTimeInference,1890,5,154,High,RegionE,20,1893,1890,NonPreemptive,2.566666666666667,1892.5666666666666
24821,RealTimeInference,1584,7,30,High,RegionA,20,1585,1584,NonPreemptive,0.5,1584.5
24822,RealTimeInference,844,1,302,High,RegionA,20,850,844,NonPreemptive,5.033333333333333,849.0333333333333
24823,AITraining,150,56,339,Low,RegionD,150,2406,150,NonPreemptive,5.65,155.65
24824,RealTimeInference,424,1,73,High,RegionB,20,426,424,NonPreemptive,1.2166666666666666,425.21666666666664
24825,AITraining,514,48,238,Low,RegionE,150,2406,514,NonPreemptive,3.966666666666667,517.9666666666667
24826,BatchInference,873,9,256,Medium,RegionE,80,2406,873,NonPreemptive,4.266666666666667,877.2666666666667
24827,AITraining,907,107,145,Low,RegionF,150,2406,907,NonPreemptive,2.4166666666666665,909.4166666666666
24828,RealTimeInference,2139,1,324,High,RegionA,20,2145,2139,NonPreemptive,5.4,2144.4
24829,AITraining,359,50,249,Low,RegionD,150,2406,359,NonPreemptive,4.15,363.15
24830,BatchInference,664,4,151,Medium,RegionC,80,2406,664,NonPreemptive,2.5166666666666666,666.5166666666667
24831,RealTimeInference,1001,5,286,High,RegionB,20,1006,1001,NonPreemptive,4.766666666666667,1005.7666666666667
24832,BatchInference,1925,14,130,Medium,RegionE,80,2406,1925,NonPreemptive,2.1666666666666665,1927.1666666666667
24833,AITraining,1559,23,373,Low,RegionF,150,2406,1559,NonPreemptive,6.216666666666667,1565.2166666666667
24834,BatchInference,1728,21,161,Medium,RegionA,80,2406,1728,NonPreemptive,2.683333333333333,1730.6833333333334
24835,BatchInference,50,10,344,Medium,RegionB,80,2406,50,NonPreemptive,5.733333333333333,55.733333333333334
24836,RealTimeInference,260,2,73,High,RegionB,20,262,260,NonPreemptive,1.2166666666666666,261.21666666666664
24837,AITraining,261,96,395,Low,RegionE,150,2406,261,NonPreemptive,6.583333333333333,267.5833333333333
24838,AITraining,1299,54,151,Low,RegionE,150,2406,1299,NonPreemptive,2.5166666666666666,1301.5166666666667
24839,BatchInference,531,15,87,Medium,RegionE,80,2406,531,NonPreemptive,1.45,532.45
24840,BatchInference,234,22,257,Medium,RegionF,80,2406,234,NonPreemptive,4.283333333333333,238.28333333333333
24841,AITraining,1792,59,305,Low,RegionC,150,2406,1792,NonPreemptive,5.083333333333333,1797.0833333333333
24842,AITraining,608,108,197,Low,RegionD,150,2406,608,NonPreemptive,3.283333333333333,611.2833333333333
24843,BatchInference,307,9,40,Medium,RegionC,80,2406,307,NonPreemptive,0.6666666666666666,307.6666666666667
24844,RealTimeInference,1725,5,195,High,RegionB,20,1729,1725,NonPreemptive,3.25,1728.25
24845,BatchInference,842,14,106,Medium,RegionD,80,2406,842,NonPreemptive,1.7666666666666666,843.7666666666667
24846,BatchInference,706,10,273,Medium,RegionF,80,2406,706,NonPreemptive,4.55,710.55
24847,BatchInference,285,5,26,Medium,RegionA,80,2406,285,NonPreemptive,0.43333333333333335,285.43333333333334
24848,RealTimeInference,1038,6,62,High,RegionA,20,1040,1038,NonPreemptive,1.0333333333333334,1039.0333333333333
24849,BatchInference,1298,10,329,Medium,RegionB,80,2406,1298,NonPreemptive,5.483333333333333,1303.4833333333333
24850,BatchInference,1621,16,157,Medium,RegionC,80,2406,1621,NonPreemptive,2.6166666666666667,1623.6166666666666
24851,BatchInference,591,17,108,Medium,RegionD,80,2406,591,NonPreemptive,1.8,592.8
24852,BatchInference,2163,9,324,Medium,RegionE,80,2406,2163,NonPreemptive,5.4,2168.4
24853,RealTimeInference,519,7,198,High,RegionE,20,523,519,NonPreemptive,3.3,522.3
24854,RealTimeInference,255,1,276,High,RegionA,20,260,255,NonPreemptive,4.6,259.6
24855,AITraining,1742,101,123,Low,RegionD,150,2406,1742,NonPreemptive,2.05,1744.05
24856,BatchInference,517,9,335,Medium,RegionC,80,2406,517,NonPreemptive,5.583333333333333,522.5833333333334
24857,AITraining,300,125,239,Low,RegionE,150,2406,300,NonPreemptive,3.9833333333333334,303.98333333333335
24858,RealTimeInference,1731,4,278,High,RegionC,20,1736,1731,NonPreemptive,4.633333333333334,1735.6333333333334
24859,AITraining,1071,64,274,Low,RegionF,150,2406,1071,NonPreemptive,4.566666666666666,1075.5666666666666
24860,BatchInference,224,23,20,Medium,RegionA,80,2406,224,NonPreemptive,0.3333333333333333,224.33333333333334
24861,RealTimeInference,2123,5,378,High,RegionA,20,2130,2123,NonPreemptive,6.3,2129.3
24862,AITraining,1424,39,207,Low,RegionD,150,2406,1424,NonPreemptive,3.45,1427.45
24863,RealTimeInference,1384,2,95,High,RegionB,20,1386,1384,NonPreemptive,1.5833333333333333,1385.5833333333333
24864,AITraining,609,57,213,Low,RegionE,150,2406,609,NonPreemptive,3.55,612.55
24865,RealTimeInference,1143,1,27,High,RegionC,20,1144,1143,NonPreemptive,0.45,1143.45
24866,AITraining,1730,39,232,Low,RegionF,150,2406,1730,NonPreemptive,3.8666666666666667,1733.8666666666666
24867,BatchInference,1304,13,24,Medium,RegionA,80,2406,1304,NonPreemptive,0.4,1304.4
24868,RealTimeInference,264,6,189,High,RegionA,20,268,264,NonPreemptive,3.15,267.15
24869,BatchInference,1174,5,160,Medium,RegionC,80,2406,1174,NonPreemptive,2.6666666666666665,1176.6666666666667
24870,BatchInference,1053,17,316,Medium,RegionD,80,2406,1053,NonPreemptive,5.266666666666667,1058.2666666666667
24871,BatchInference,771,17,362,Medium,RegionD,80,2406,771,NonPreemptive,6.033333333333333,777.0333333333333
24872,RealTimeInference,403,2,282,High,RegionC,20,408,403,NonPreemptive,4.7,407.7
24873,BatchInference,1107,19,216,Medium,RegionA,80,2406,1107,NonPreemptive,3.6,1110.6
24874,AITraining,1288,122,277,Low,RegionD,150,2406,1288,NonPreemptive,4.616666666666666,1292.6166666666666
24875,RealTimeInference,1761,1,84,High,RegionA,20,1763,1761,NonPreemptive,1.4,1762.4
24876,RealTimeInference,1325,5,142,High,RegionB,20,1328,1325,NonPreemptive,2.3666666666666667,1327.3666666666666
24877,AITraining,1179,62,392,Low,RegionE,150,2406,1179,NonPreemptive,6.533333333333333,1185.5333333333333
24878,RealTimeInference,393,4,217,High,RegionC,20,397,393,NonPreemptive,3.6166666666666667,396.6166666666667
24879,AITraining,873,114,345,Low,RegionF,150,2406,873,NonPreemptive,5.75,878.75
24880,BatchInference,426,7,100,Medium,RegionA,80,2406,426,NonPreemptive,1.6666666666666667,427.6666666666667
24881,RealTimeInference,1190,7,35,High,RegionA,20,1191,1190,NonPreemptive,0.5833333333333334,1190.5833333333333
24882,AITraining,1741,94,261,Low,RegionD,150,2406,1741,NonPreemptive,4.35,1745.35
24883,AITraining,991,25,111,Low,RegionE,150,2406,991,NonPreemptive,1.85,992.85
24884,AITraining,430,41,41,Low,RegionE,150,2406,430,NonPreemptive,0.6833333333333333,430.68333333333334
24885,AITraining,48,36,310,Low,RegionF,150,2406,48,NonPreemptive,5.166666666666667,53.166666666666664
24886,BatchInference,2225,15,112,Medium,RegionF,80,2406,2225,NonPreemptive,1.8666666666666667,2226.866666666667
24887,AITraining,186,74,335,Low,RegionC,150,2406,186,NonPreemptive,5.583333333333333,191.58333333333334
24888,AITraining,1980,52,264,Low,RegionD,150,2406,1980,NonPreemptive,4.4,1984.4
24889,AITraining,1754,18,42,Low,RegionD,150,2406,1754,NonPreemptive,0.7,1754.7
24890,AITraining,1315,51,246,Low,RegionE,150,2406,1315,NonPreemptive,4.1,1319.1
24891,BatchInference,1539,6,140,Medium,RegionE,80,2406,1539,NonPreemptive,2.3333333333333335,1541.3333333333333
24892,RealTimeInference,456,4,191,High,RegionD,20,460,456,NonPreemptive,3.183333333333333,459.18333333333334
24893,AITraining,2158,43,166,Low,RegionB,150,2406,2158,NonPreemptive,2.7666666666666666,2160.766666666667
24894,RealTimeInference,56,2,118,High,RegionA,20,58,56,NonPreemptive,1.9666666666666666,57.96666666666667
24895,BatchInference,436,21,219,Medium,RegionB,80,2406,436,NonPreemptive,3.65,439.65
24896,AITraining,1321,101,163,Low,RegionE,150,2406,1321,NonPreemptive,2.716666666666667,1323.7166666666667
24897,AITraining,1139,20,53,Low,RegionE,150,2406,1139,NonPreemptive,0.8833333333333333,1139.8833333333334
24898,AITraining,1161,123,130,Low,RegionF,150,2406,1161,NonPreemptive,2.1666666666666665,1163.1666666666667
24899,BatchInference,1255,22,29,Medium,RegionF,80,2406,1255,NonPreemptive,0.48333333333333334,1255.4833333333333
24900,BatchInference,984,15,263,Medium,RegionA,80,2406,984,NonPreemptive,4.383333333333334,988.3833333333333
24901,RealTimeInference,1095,3,308,High,RegionA,20,1101,1095,NonPreemptive,5.133333333333334,1100.1333333333334
24902,AITraining,912,59,26,Low,RegionD,150,2406,912,NonPreemptive,0.43333333333333335,912.4333333333333
24903,BatchInference,1920,10,364,Medium,RegionD,80,2406,1920,NonPreemptive,6.066666666666666,1926.0666666666666
24904,RealTimeInference,1769,7,196,High,RegionC,20,1773,1769,NonPreemptive,3.2666666666666666,1772.2666666666667
24905,AITraining,1957,125,281,Low,RegionF,150,2406,1957,NonPreemptive,4.683333333333334,1961.6833333333334
24906,RealTimeInference,384,5,166,High,RegionA,20,387,384,NonPreemptive,2.7666666666666666,386.76666666666665
24907,AITraining,1747,118,259,Low,RegionD,150,2406,1747,NonPreemptive,4.316666666666666,1751.3166666666666
24908,AITraining,1475,25,150,Low,RegionD,150,2406,1475,NonPreemptive,2.5,1477.5
24909,RealTimeInference,1486,6,179,High,RegionB,20,1489,1486,NonPreemptive,2.9833333333333334,1488.9833333333333
24910,RealTimeInference,313,6,316,High,RegionC,20,319,313,NonPreemptive,5.266666666666667,318.26666666666665
24911,AITraining,1981,123,294,Low,RegionF,150,2406,1981,NonPreemptive,4.9,1985.9
24912,BatchInference,199,18,329,Medium,RegionF,80,2406,199,NonPreemptive,5.483333333333333,204.48333333333332
24913,BatchInference,16,19,69,Medium,RegionA,80,2406,16,NonPreemptive,1.15,17.15
24914,AITraining,877,86,74,Low,RegionD,150,2406,877,NonPreemptive,1.2333333333333334,878.2333333333333
24915,BatchInference,75,22,362,Medium,RegionC,80,2406,75,NonPreemptive,6.033333333333333,81.03333333333333
24916,RealTimeInference,473,2,277,High,RegionB,20,478,473,NonPreemptive,4.616666666666666,477.6166666666667
24917,AITraining,1341,40,98,Low,RegionE,150,2406,1341,NonPreemptive,1.6333333333333333,1342.6333333333334
24918,AITraining,1629,110,238,Low,RegionF,150,2406,1629,NonPreemptive,3.966666666666667,1632.9666666666667
24919,AITraining,2344,102,141,Low,RegionA,150,2406,2344,NonPreemptive,2.35,2346.35
24920,AITraining,1833,38,119,Low,RegionD,150,2406,1833,NonPreemptive,1.9833333333333334,1834.9833333333333
24921,BatchInference,73,12,224,Medium,RegionB,80,2406,73,NonPreemptive,3.7333333333333334,76.73333333333333
24922,AITraining,1468,71,33,Low,RegionD,150,2406,1468,NonPreemptive,0.55,1468.55
24923,RealTimeInference,2312,5,37,High,RegionB,20,2313,2312,NonPreemptive,0.6166666666666667,2312.616666666667
24924,RealTimeInference,1341,6,199,High,RegionC,20,1345,1341,NonPreemptive,3.316666666666667,1344.3166666666666
24925,AITraining,1451,25,294,Low,RegionF,150,2406,1451,NonPreemptive,4.9,1455.9
24926,RealTimeInference,1434,7,96,High,RegionA,20,1436,1434,NonPreemptive,1.6,1435.6
24927,BatchInference,2336,21,164,Medium,RegionB,80,2406,2336,NonPreemptive,2.7333333333333334,2338.733333333333
24928,RealTimeInference,2056,1,261,High,RegionB,20,2061,2056,NonPreemptive,4.35,2060.35
24929,RealTimeInference,2173,5,357,High,RegionB,20,2179,2173,NonPreemptive,5.95,2178.95
24930,BatchInference,1830,21,76,Medium,RegionD,80,2406,1830,NonPreemptive,1.2666666666666666,1831.2666666666667
24931,AITraining,627,124,108,Low,RegionF,150,2406,627,NonPreemptive,1.8,628.8
24932,BatchInference,1631,12,169,Medium,RegionA,80,2406,1631,NonPreemptive,2.816666666666667,1633.8166666666666
24933,AITraining,203,63,197,Low,RegionD,150,2406,203,NonPreemptive,3.283333333333333,206.28333333333333
24934,BatchInference,841,9,207,Medium,RegionB,80,2406,841,NonPreemptive,3.45,844.45
24935,AITraining,704,96,275,Low,RegionD,150,2406,704,NonPreemptive,4.583333333333333,708.5833333333334
24936,BatchInference,315,5,266,Medium,RegionD,80,2406,315,NonPreemptive,4.433333333333334,319.43333333333334
24937,BatchInference,388,19,242,Medium,RegionE,80,2406,388,NonPreemptive,4.033333333333333,392.03333333333336
24938,RealTimeInference,1418,4,22,High,RegionD,20,1419,1418,NonPreemptive,0.36666666666666664,1418.3666666666666
24939,BatchInference,144,10,168,Medium,RegionA,80,2406,144,NonPreemptive,2.8,146.8
24940,AITraining,1561,114,204,Low,RegionD,150,2406,1561,NonPreemptive,3.4,1564.4
24941,RealTimeInference,1998,3,262,High,RegionB,20,2003,1998,NonPreemptive,4.366666666666666,2002.3666666666666
24942,AITraining,106,43,39,Low,RegionE,150,2406,106,NonPreemptive,0.65,106.65
24943,AITraining,2182,51,115,Low,RegionE,150,2406,2182,NonPreemptive,1.9166666666666667,2183.9166666666665
24944,AITraining,220,74,269,Low,RegionF,150,2406,220,NonPreemptive,4.483333333333333,224.48333333333332
24945,BatchInference,2057,14,62,Medium,RegionF,80,2406,2057,NonPreemptive,1.0333333333333334,2058.0333333333333
24946,RealTimeInference,364,4,319,High,RegionA,20,370,364,NonPreemptive,5.316666666666666,369.31666666666666
24947,RealTimeInference,614,4,54,High,RegionA,20,615,614,NonPreemptive,0.9,614.9
24948,AITraining,482,32,195,Low,RegionD,150,2406,482,NonPreemptive,3.25,485.25
24949,BatchInference,2386,16,61,Medium,RegionD,80,2406,2386,NonPreemptive,1.0166666666666666,2387.016666666667
24950,BatchInference,571,18,347,Medium,RegionE,80,2406,571,NonPreemptive,5.783333333333333,576.7833333333333
24951,AITraining,608,122,129,Low,RegionF,150,2406,608,NonPreemptive,2.15,610.15
24952,RealTimeInference,858,3,211,High,RegionA,20,862,858,NonPreemptive,3.5166666666666666,861.5166666666667
24953,RealTimeInference,333,1,125,High,RegionA,20,336,333,NonPreemptive,2.0833333333333335,335.0833333333333
24954,RealTimeInference,1348,2,257,High,RegionB,20,1353,1348,NonPreemptive,4.283333333333333,1352.2833333333333
24955,BatchInference,1990,18,241,Medium,RegionC,80,2406,1990,NonPreemptive,4.016666666666667,1994.0166666666667
24956,BatchInference,561,6,59,Medium,RegionD,80,2406,561,NonPreemptive,0.9833333333333333,561.9833333333333
24957,BatchInference,9,18,373,Medium,RegionE,80,2406,9,NonPreemptive,6.216666666666667,15.216666666666667
24958,AITraining,877,118,161,Low,RegionF,150,2406,877,NonPreemptive,2.683333333333333,879.6833333333333
24959,AITraining,1409,36,220,Low,RegionC,150,2406,1409,NonPreemptive,3.6666666666666665,1412.6666666666667
24960,BatchInference,504,16,19,Medium,RegionB,80,2406,504,NonPreemptive,0.31666666666666665,504.31666666666666
24961,BatchInference,716,16,160,Medium,RegionC,80,2406,716,NonPreemptive,2.6666666666666665,718.6666666666666
24962,AITraining,1886,60,74,Low,RegionE,150,2406,1886,NonPreemptive,1.2333333333333334,1887.2333333333333
24963,AITraining,475,76,143,Low,RegionE,150,2406,475,NonPreemptive,2.3833333333333333,477.3833333333333
24964,BatchInference,376,4,356,Medium,RegionF,80,2406,376,NonPreemptive,5.933333333333334,381.93333333333334
24965,RealTimeInference,1143,7,26,High,RegionA,20,1144,1143,NonPreemptive,0.43333333333333335,1143.4333333333334
24966,RealTimeInference,2034,2,19,High,RegionA,20,2035,2034,NonPreemptive,0.31666666666666665,2034.3166666666666
24967,AITraining,2025,117,40,Low,RegionD,150,2406,2025,NonPreemptive,0.6666666666666666,2025.6666666666667
24968,RealTimeInference,589,7,388,High,RegionB,20,596,589,NonPreemptive,6.466666666666667,595.4666666666667
24969,RealTimeInference,1292,4,54,High,RegionB,20,1293,1292,NonPreemptive,0.9,1292.9
24970,AITraining,2014,106,148,Low,RegionF,150,2406,2014,NonPreemptive,2.466666666666667,2016.4666666666667
24971,RealTimeInference,2007,6,223,High,RegionE,20,2011,2007,NonPreemptive,3.716666666666667,2010.7166666666667
24972,BatchInference,736,5,366,Medium,RegionA,80,2406,736,NonPreemptive,6.1,742.1
24973,RealTimeInference,1267,3,359,High,RegionA,20,1273,1267,NonPreemptive,5.983333333333333,1272.9833333333333
24974,AITraining,618,91,242,Low,RegionD,150,2406,618,NonPreemptive,4.033333333333333,622.0333333333333
24975,RealTimeInference,1034,2,301,High,RegionB,20,1040,1034,NonPreemptive,5.016666666666667,1039.0166666666667
24976,RealTimeInference,142,4,390,High,RegionC,20,149,142,NonPreemptive,6.5,148.5
24977,BatchInference,976,9,304,Medium,RegionE,80,2406,976,NonPreemptive,5.066666666666666,981.0666666666667
24978,BatchInference,1068,22,159,Medium,RegionA,80,2406,1068,NonPreemptive,2.65,1070.65
24979,RealTimeInference,1513,6,109,High,RegionA,20,1515,1513,NonPreemptive,1.8166666666666667,1514.8166666666666
24980,AITraining,2081,18,13,Low,RegionD,150,2406,2081,NonPreemptive,0.21666666666666667,2081.2166666666667
24981,BatchInference,268,17,335,Medium,RegionC,80,2406,268,NonPreemptive,5.583333333333333,273.5833333333333
24982,AITraining,1177,56,16,Low,RegionE,150,2406,1177,NonPreemptive,0.26666666666666666,1177.2666666666667
24983,RealTimeInference,1402,5,97,High,RegionC,20,1404,1402,NonPreemptive,1.6166666666666667,1403.6166666666666
24984,RealTimeInference,1348,2,19,High,RegionE,20,1349,1348,NonPreemptive,0.31666666666666665,1348.3166666666666
24985,AITraining,556,75,119,Low,RegionB,150,2406,556,NonPreemptive,1.9833333333333334,557.9833333333333
24986,AITraining,1351,63,310,Low,RegionD,150,2406,1351,NonPreemptive,5.166666666666667,1356.1666666666667
24987,RealTimeInference,8,4,382,High,RegionB,20,15,8,NonPreemptive,6.366666666666666,14.366666666666667
24988,AITraining,1491,36,233,Low,RegionE,150,2406,1491,NonPreemptive,3.8833333333333333,1494.8833333333334
24989,BatchInference,2242,18,340,Medium,RegionD,80,2406,2242,NonPreemptive,5.666666666666667,2247.6666666666665
24990,BatchInference,2024,7,366,Medium,RegionE,80,2406,2024,NonPreemptive,6.1,2030.1
24991,AITraining,916,38,265,Low,RegionA,150,2406,916,NonPreemptive,4.416666666666667,920.4166666666666
24992,BatchInference,1209,5,280,Medium,RegionA,80,2406,1209,NonPreemptive,4.666666666666667,1213.6666666666667
24993,AITraining,746,57,38,Low,RegionD,150,2406,746,NonPreemptive,0.6333333333333333,746.6333333333333
24994,BatchInference,863,11,58,Medium,RegionC,80,2406,863,NonPreemptive,0.9666666666666667,863.9666666666667
24995,BatchInference,2396,10,63,Medium,RegionD,80,2406,2396,NonPreemptive,1.05,2397.05
24996,BatchInference,1858,13,231,Medium,RegionE,80,2406,1858,NonPreemptive,3.85,1861.85
24997,RealTimeInference,911,6,214,High,RegionD,20,915,911,NonPreemptive,3.566666666666667,914.5666666666667
24998,AITraining,407,22,64,Low,RegionB,150,2406,407,NonPreemptive,1.0666666666666667,408.06666666666666
24999,BatchInference,292,14,117,Medium,RegionB,80,2406,292,NonPreemptive,1.95,293.95
25000,RealTimeInference,2387,6,99,High,RegionB,20,2389,2387,NonPreemptive,1.65,2388.65
25001,RealTimeInference,348,4,15,High,RegionB,20,349,348,NonPreemptive,0.25,348.25
25002,RealTimeInference,1313,3,180,High,RegionC,20,1316,1313,NonPreemptive,3.0,1316.0
25003,RealTimeInference,417,3,202,High,RegionC,20,421,417,NonPreemptive,3.3666666666666667,420.3666666666667
25004,AITraining,301,67,79,Low,RegionF,150,2406,301,NonPreemptive,1.3166666666666667,302.31666666666666
25005,RealTimeInference,849,5,128,High,RegionA,20,852,849,NonPreemptive,2.1333333333333333,851.1333333333333
25006,RealTimeInference,437,5,135,High,RegionA,20,440,437,NonPreemptive,2.25,439.25
25007,RealTimeInference,1947,2,48,High,RegionB,20,1948,1947,NonPreemptive,0.8,1947.8
25008,BatchInference,768,13,271,Medium,RegionD,80,2406,768,NonPreemptive,4.516666666666667,772.5166666666667
25009,BatchInference,181,11,320,Medium,RegionD,80,2406,181,NonPreemptive,5.333333333333333,186.33333333333334
25010,RealTimeInference,1065,1,385,High,RegionC,20,1072,1065,NonPreemptive,6.416666666666667,1071.4166666666667
25011,BatchInference,2362,5,262,Medium,RegionA,80,2406,2362,NonPreemptive,4.366666666666666,2366.366666666667
25012,BatchInference,2151,14,220,Medium,RegionB,80,2406,2151,NonPreemptive,3.6666666666666665,2154.6666666666665
25013,BatchInference,424,7,280,Medium,RegionB,80,2406,424,NonPreemptive,4.666666666666667,428.6666666666667
25014,RealTimeInference,864,4,346,High,RegionB,20,870,864,NonPreemptive,5.766666666666667,869.7666666666667
25015,RealTimeInference,516,1,74,High,RegionC,20,518,516,NonPreemptive,1.2333333333333334,517.2333333333333
25016,RealTimeInference,934,2,182,High,RegionC,20,938,934,NonPreemptive,3.033333333333333,937.0333333333333
25017,RealTimeInference,136,1,51,High,RegionE,20,137,136,NonPreemptive,0.85,136.85
25018,AITraining,1982,91,20,Low,RegionC,150,2406,1982,NonPreemptive,0.3333333333333333,1982.3333333333333
25019,RealTimeInference,2145,2,87,High,RegionA,20,2147,2145,NonPreemptive,1.45,2146.45
25020,BatchInference,1943,11,146,Medium,RegionC,80,2406,1943,NonPreemptive,2.433333333333333,1945.4333333333334
25021,RealTimeInference,2357,7,348,High,RegionB,20,2363,2357,NonPreemptive,5.8,2362.8
